"Stock","Region","Catch.Year","CWTs","Ages","SEAK.Troll","SEAK.Net","SEAK.Sport","NBC.Troll","NBC.Sport","WCVI.Troll","WCVI.Sport","ISBM.NCBC.Troll","ISBM.NCBC.Net","ISBM.NCBC.Sport","ISBM.SBC.Troll","ISBM.SBC.Net","ISBM.SBC.Sport","ISBM.NF.Troll","ISBM.NF.Sport","ISBM.SF.Troll","ISBM.SF.Sport","ISBM.WAC.Net","ISBM.PS.Net","ISBM.PS.Sport","Term.SEAK.Troll","Term.SEAK.Net","Term.SEAK.Sport","Term.CAN.Net","Term.CAN.Sport","Term.SUS.Troll","Term.SUS.Net","Term.SUS.Sport","Stray","Escapement"
"Cowichan","ECVI",1989,612,"2,4",1.8,0,0,0,0,3.1,0,0.49,0.98,0,5.72,8.99,48.2,0.98,0,0,0,0,0.98,1.31,0,0,0,4.9,0,0,1.63,0,0.49,20.42
"Cowichan","ECVI",1990,2032,"2,3,5",0,0,0,0.1,0,2.21,0.05,1.13,2.76,0.05,13.24,7.33,57.38,0.64,0.2,0,0,0,1.38,1.97,0,0,0,0.69,0,0,0.34,0,0.34,10.19
"Cowichan","ECVI",1991,4231,"2,3,4",0.07,0,0,0.19,0,3.85,0.71,0.35,0.54,0.17,9.03,3.62,61.71,0.73,0,0,0,0,1.96,0.87,0,0,0,0.38,0,0,0.99,0,0.26,14.56
"Cowichan","ECVI",1992,4600,"2,3,4,5",0.04,0.13,0,0.37,0,8.63,0.83,0.98,0.89,0.07,17.83,3.11,53.17,0.24,0,0,0,0,0.61,1.28,0,0,0,0.87,0,0,0.43,0,0.37,10.15
"Cowichan","ECVI",1993,4174,"2,3,4,5",0.26,0,0,0.1,0,7.86,0.98,0.5,0.5,0,11.91,2.83,55.03,0.55,0,0,0,0,0,0.46,0,0,0,1.05,0,0,0.79,0,0.19,16.99
"Cowichan","ECVI",1994,1330,"2,3,4,5",0.53,0,0,0.38,0,3.98,0.23,0.15,2.11,0,4.96,5.49,43.31,0.3,0,0,0,0,0.75,0.68,0,0,0,4.21,0.53,0,2.41,0,0.6,29.4
"Cowichan","ECVI",1995,1687,"2,3,4,5",0.24,0,0,0,0,5.39,0.41,0,1.42,0,0,1.36,41.26,0,0,0,0,0,0.24,1.01,0,0,0,2.07,0.18,0,1.66,0,1.24,43.51
"Cowichan","ECVI",1996,1362,"2,3,4,5",0.22,0,0,0,0,0.29,0.95,0,0.44,0,0,0.37,51.32,0,0,0,0,0,0,4.92,0,0,0,4.7,0.51,0,0.81,0,1.25,34.21
"Cowichan","ECVI",1997,918,"2,3,4,5",0.98,0,0,0,0,3.27,0.87,0,0.33,0.44,0,0.98,27.56,0,0,0,0,0,1.74,3.49,0,0,0,0.33,0.44,0,0.87,0,0.76,57.95
"Cowichan","ECVI",1998,490,"2,3,4,5",3.88,0,0,0,0,0.41,1.63,0,0,0.82,0,0.41,34.29,0,0,0,0,0,0,0,0,0,0,8.57,0,0,2.86,0,3.67,43.47
"Cowichan","ECVI",1999,580,"2,3,4,5",0,0,0,0,0,0,0.52,0,0,0.52,0,0,53.28,0.86,0.52,0,0,0,0.34,0,0,0,0,1.21,1.55,0,6.21,0,3.45,31.55
"Cowichan","ECVI",2000,798,"2,3,4,5",1.5,0.38,0,0,0,1.25,4.76,0,0,0,0,0,24.81,0,0,0,0,0,0,2.26,0,0,0,0.5,0.5,0,4.14,0,1.25,58.65
"Cowichan","ECVI",2001,781,"2,3,4,5",0.26,0,0,0,0,9.6,0,0,0,0,0,0,33.29,0.13,0,0,0,0,0.13,2.82,0,0,0,6.53,0,0,10.63,0,4.23,32.39
"Cowichan","ECVI",2002,715,"2,3,4,5",1.54,0,0,0,0,3.5,1.54,0,0,0.98,0,0,38.18,0.28,0,0.28,0,0,0.42,6.29,0,0,0,7.97,2.38,0,3.22,0,2.66,30.77
"Cowichan","ECVI",2003,395,"2,3,4,5",2.03,0.25,0,2.53,0,9.11,3.04,0.25,0,0,0,0,39.24,0.51,0,0,0,0,0,3.8,0,0,0,4.56,1.52,0,7.34,0,2.28,23.54
"Cowichan","ECVI",2004,394,"2,3,4,5",0,0.25,0,0.76,0,15.23,7.36,0,0,2.03,0,0,31.98,2.54,0,0,0,0,0,2.28,0,0,0,1.52,0,0,8.38,0,6.6,21.07
"Cowichan","ECVI",2005,364,"2,3,4,5",0,0.27,0,1.37,4.95,23.35,1.92,0,1.37,0,0,0,7.69,0.27,0.82,0,0,0,3.02,1.65,0,0,0,7.69,0,0,10.99,0,10.16,24.45
"Cowichan","ECVI",2006,288,"3,4,5",1.04,0,0,0.69,0,20.83,4.51,0,0,0,0,0,20.49,2.78,0.69,0,0,0,0.69,5.21,0,0,0,6.6,0,0,4.51,0,4.51,27.43
"Cowichan","ECVI",2007,250,"2,4,5",0,0,0.8,0,0,8.8,1.6,0,1.6,0,0,0,16.8,0.4,0.8,0,0,0,0.8,0,0,0,0,6,0,0,7.6,0,2,52.8
"Cowichan","ECVI",2008,274,"2,3,5",0,0,0.36,0,0,12.04,4.38,0,0,0,0,0,37.96,1.09,0,0,0,0,0,0.73,0,0,0,5.84,0,0,5.11,0,4.38,28.1
"Cowichan","ECVI",2009,603,"2,3,4",0,0,0.5,0,0,5.8,5.97,0,0,0.17,0,0,42.79,0.66,0,0,0,0,0,5.31,0,0,0,5.64,0,0,4.15,0,11.28,17.74
"Cowichan","ECVI",2010,1249,"2,3,4,5",0.24,0.08,0,0,0,8.49,2.24,0,0,0.32,0,0,40.75,1.2,0,0,0,0.08,0.64,3.76,0,0,0,1.36,0,0,5.28,0,2.4,33.15
"Cowichan","ECVI",2011,1929,"2,3,4,5",0.73,0.21,0,0.21,0.16,5.65,3.89,0,0,1.3,0,0,21.15,1.45,0.26,0,0,0,0.73,6.27,0,0,0,1.76,0,0,4.3,0,1.76,50.18
"Cowichan","ECVI",2012,3380,"2,3,4,5",0.65,0.09,0.12,0.53,0.03,3.61,2.96,0,0,0.56,0,0.12,24.91,2.66,0.36,0,0,0,0.03,9.17,0,0,0,11.95,0.12,0,3.61,0,1.75,36.78
"Cowichan","ECVI",2013,3658,"2,3,4,5",0.3,0.14,0,0,0.16,2.52,3.58,0,0,0.22,0,0.05,34.42,2.1,0.36,0,0,0,0.98,5.63,0,0,0,1.97,0,0,4.98,0,4.26,38.33
"Cowichan","ECVI",2014,2704,"2,3,4,5",1.18,0,0.18,0.7,0,5.99,5.73,0,0,0.55,0,0,44.38,1.44,0.07,0,0,0,0.22,4.33,0,0,0,4.4,0,0,1.11,0,1.18,28.51
"Cowichan","ECVI",2015,1313,"2,3,4,5",0.76,0.46,0,0.23,0,0.53,2.51,0,0,2.13,0,0,35.57,1.29,0,0,0,0,0.15,1.98,0,0,0,3.66,0,0,1.29,0,7.77,41.66
"Cowichan","ECVI",2016,3360,"2,3,4,5",0.33,0.06,0.03,0.15,0,1.01,1.28,0,0,0.68,0,0,36.34,0.65,0.24,0,0,0,0,1.37,0,0,0,2.56,0,0,3.57,0,1.52,50.21
"Cowichan","ECVI",2017,3005,"2,3,4,5",0.27,0.1,0.47,0.3,0,4.49,4.46,0,0,0.67,0,0,24.46,1.03,0.13,0,0,0,0.3,3.49,0,0,0,3.66,0,0,3.89,0,1.06,51.21
"Cowichan","ECVI",2018,3796,"2,3,4,5",0.66,0.08,0,0.16,0,1.03,3.32,0,0.32,0.4,0,0,42.02,0.55,0,0,0,0,0.16,5.82,0,0,0,14.65,0,0,4.32,0,1,25.53
"Cowichan","ECVI",2019,1348,"2,3,4,5",0.37,0.52,0.07,0.59,0,2,2.97,0,0,4.53,0,0,36.72,0.22,0.3,0,0,0,0,5.42,0,0,0,0.3,0,0,6.08,0,0.45,39.47
"Chilliwack","Fraser",1984,4646,"2,3",0.02,0,0,0.45,0,26.58,0.09,4.69,0.19,0,13.73,4.18,22.32,1.92,0,0.28,0.11,0,1.14,2.32,0,0,0,0,1.4,0,0,0,0.32,20.25
"Chilliwack","Fraser",1985,2351,"2,3,4",1.02,0.09,0,0.34,0,32.62,0,2.17,0.72,0,6.04,5.49,21.35,3.66,0.38,0.13,0,0,3.28,4.17,0,0,0,0,1.02,0,0.3,0,4.76,12.46
"Chilliwack","Fraser",1986,2149,"2,3,4,5",0,0,0,0.79,0,20.2,0,2.61,1.49,0,9.4,11.77,18.52,2.75,0.19,0,0,0,3.02,7.68,0,0,0,0,1.26,0,0.47,0,1.12,18.75
"Chilliwack","Fraser",1987,2709,"2,3,4,5",0.04,0,0,0.85,0,18.6,0.52,0.41,0.3,0,15.61,2.73,18.57,3.77,0.15,0.15,0,0.04,2.81,2.69,0,0,0,0,1.14,0,0.44,0,1.92,29.27
"Chilliwack","Fraser",1988,2450,"2,3,4,5",0.37,0.12,0,0.16,0,17.63,0,0,0.12,0,6.29,3.71,12.82,4.04,0.08,0.08,0,0,2.65,2.69,0,0,0,0,2.45,0,0,0,2.29,44.49
"Chilliwack","Fraser",1989,1304,"2,3,4,5",0.23,0,0,0,0,23.08,0,0,0.46,0,1.69,3.14,20.4,4.37,0.15,1.15,0,0,2.76,1.3,0,0,0,0,0.54,0,0.31,0,2.07,38.34
"Chilliwack","Fraser",1990,1724,"2,3,4,5",0.93,0,0,0,0,10.85,2.09,0.12,1.28,0,3.54,1.91,17.17,6.32,0.52,0,0,0,8.53,7.6,0,0,0,1.8,1.1,0,0.58,0,4.23,31.44
"Chilliwack","Fraser",1991,3103,"2,3,4,5",0.19,0.13,0,0.39,0,19.37,0.48,0.23,0.84,0,9.09,1.8,16.15,12.92,0.19,0.39,0,0,3.64,5.16,0,0,0,2.42,1.48,0,0.64,0,0.97,23.53
"Chilliwack","Fraser",1992,4221,"2,3,4,5",0.31,0,0,0.09,0,19.78,0.12,0.69,0.26,0,6.52,0.81,10.68,8.62,0.12,0,0,0,0.78,3.51,0,0,0,0.5,1.14,0,0,0,1.49,44.59
"Chilliwack","Fraser",1993,2027,"2,3,4,5",0.2,0,0,0,0,13.02,0.35,0,0,0,7.99,0.1,7.15,7.15,0,0.25,0,0,0,1.09,0,0,0,1.28,1.97,0,0,0,2.07,57.38
"Chilliwack","Fraser",1994,719,"2,3,4,5",0.42,0.28,0,0.83,0,8.48,0,0.42,1.67,0,3.34,4.17,10.15,1.53,0,0,0,0,2.78,6.12,0,0,0,1.53,5.84,0,0.42,0,0,52.02
"Chilliwack","Fraser",1995,2213,"2,3,4,5",0,0,0,0,0,12.74,0.5,0,0.81,0,0,0.36,8.09,1.08,0,0,0,0,0.99,2.49,0,0,0,1.85,0.99,0,0,0,0.05,70.04
"Chilliwack","Fraser",1996,1769,"2,3,4,5",0.23,0,0,0,0,2.04,0.4,0,1.07,0,0,0.23,21.76,2.88,0.23,1.19,0,0,0.57,4.41,0,0,0,0.85,2.54,0,0.28,0,0.06,61.28
"Chilliwack","Fraser",1997,2409,"2,3,4,5",0.54,0,0,0.12,0,12.74,0.87,0.29,0.62,0,0,0.58,16.44,3.36,0.08,1.33,0.08,0,1.66,3.94,0,0,0,2.57,2.53,0,0.5,0,0,51.72
"Chilliwack","Fraser",1998,3196,"2,3,4,5",0.5,0,0,0,0,0.22,0,0,0,0.25,0,0.03,4.35,2.1,0,1.16,0,0,0.22,0.91,0,0,0,0.16,1.25,0,0,0,0.47,88.39
"Chilliwack","Fraser",1999,3370,"2,3,4,5",0.12,0,0,0.18,0,0.33,1.42,0,0,0,0,0,11.36,12.85,0.47,0.47,0,0,0.09,0.53,0,0,0,0.42,1.57,0,0.59,0,0.3,69.29
"Chilliwack","Fraser",2000,3582,"2,3,4,5",0.08,0,0,0,0,4.41,1.87,0,0,0.31,0,0,3.71,3.29,0.06,0,0,0,0,0.7,0,0,0,0,1.84,0,0.39,0,0.03,83.31
"Chilliwack","Fraser",2001,3475,"2,3,4,5",0.06,0.06,0,0,0,4.43,1.87,0,0,0.2,0,0,11.6,6.76,0.43,0.75,0,0,0.32,6.13,0,0,0,0.23,15.54,0,0.6,0,0.03,50.99
"Chilliwack","Fraser",2002,5136,"2,3,4,5",0.27,0,0,0.14,0,8.18,4.34,0,0.12,0.23,0,0,4.83,7.4,1.21,0.56,0,0,0.1,1.97,0,0,0,0.56,5.22,0,0.19,0,0,64.68
"Chilliwack","Fraser",2003,4945,"2,3,4,5",0.14,0,0,0,0,5.36,2.18,0,0,0.16,0,0,3.5,7.56,0.44,0.51,0,0,0.24,1.19,0,0,0,0.28,6.07,0,0,0,5.64,66.71
"Chilliwack","Fraser",2004,6874,"2,3,4,5",0.13,0,0,0.16,0,5.19,2.3,0,0,0,0,0,2.23,6.66,0.2,0.07,0,0,0.09,1.08,0,0,0,0.65,4.64,0,0,0,0.36,76.23
"Chilliwack","Fraser",2005,4298,"2,3,4,5",0.02,0,0,0.09,0,7.05,2.98,0,0.09,0.19,0,0,4.58,3.54,0.81,0,0,0,0.16,0.95,0,0,0,3.19,5.61,0,0.58,0,0,70.15
"Chilliwack","Fraser",2006,2743,"2,3,4,5",0,0,0,0.47,0,7.84,2.15,0,0,0,0,0,2.44,2.88,0.33,0.07,0,0,0.15,1.68,0,0,0,0.62,4.85,0,0.07,0,0.98,75.46
"Chilliwack","Fraser",2007,2431,"2,3,4,5",0,0,0,0.21,0,6.25,2.43,0,0,0,0,0,1.4,2.02,0.12,0,0,0,0.08,1.15,0,0,0,1.93,4.81,0,0.41,0,0.12,79.06
"Chilliwack","Fraser",2008,2860,"2,3,4,5",0.31,0,0,0,0,10.87,3.85,0,0,0,0,0.07,3.22,4.69,1.61,0,0.07,0,0.21,2.03,0,0,0,0.94,9.55,0,0.63,0,0.59,61.36
"Chilliwack","Fraser",2009,2986,"2,3,4,5",0,0,0,0,0,1.67,2.41,0,0,0,0,0.03,4.66,0.7,0.33,0,0,0,0.6,3.25,0,0,0,3.32,14,0,0.2,0,1.27,67.55
"Chilliwack","Fraser",2010,6393,"2,3,4,5",0.25,0,0,0.05,0,2.64,2.38,0,0,0,0,0.03,6.24,3.1,0.95,0.36,0,0,0.42,1.45,0,0,0,1.44,6.16,0,0.38,0,0.59,73.55
"Chilliwack","Fraser",2011,5881,"2,3,4,5",0,0,0,0.09,0,3.74,2.4,0,0.03,0.15,0,0.85,3.84,1.28,0.56,0.02,0,0,0.31,2.69,0,0,0,0.68,3.01,0,0.53,0,0,79.83
"Chilliwack","Fraser",2012,5613,"2,3,4,5",0,0,0,0.02,0,1.03,1.41,0,0,0.04,0,0.2,11.56,5.15,0.73,0.11,0.05,0,0.09,7.41,0,0,0,0.27,5.36,0,0.36,0,0,66.22
"Chilliwack","Fraser",2013,13046,"2,3,4,5",0.02,0.05,0,0.09,0.02,2.42,2.29,0,0.04,0.03,0,0.95,10.3,5.43,1.03,0.08,0,0,0.49,3.01,0,0,0,1.3,5.68,0,0.24,0,0.28,66.26
"Chilliwack","Fraser",2014,11961,"2,3,4,5",0.13,0,0,0.01,0,1.4,1.22,0,0,0.03,0.06,2.26,11.59,3.49,0.57,0.14,0,0,0.63,2.02,0,0,0,1.35,3.8,0,0.18,0,0.33,70.81
"Chilliwack","Fraser",2015,6333,"2,3,4,5",0,0,0,0.05,0.08,0.46,0.52,0,0,0,0.02,1.09,10.44,3.08,0.47,0.02,0,0.16,0.33,1.5,0,0,0,3.24,5.94,0,0,0,1.03,71.59
"Chilliwack","Fraser",2016,6948,"2,3,4,5",0.06,0.03,0,0.04,0,1.07,1.84,0,0,0,0,0.16,12.52,1.91,0.45,0.06,0,0,0.01,0.22,0,0,0,0.78,6.82,0,0.23,0,0.29,73.52
"Chilliwack","Fraser",2017,5652,"2,3,4,5",0,0,0,0.09,0,1.82,3.36,0,0,0.04,0,0.44,18.98,4.64,0.6,0.09,0.05,0,0.18,0.96,0,0,0,0.57,8.85,0,0.12,0,0.96,58.26
"Chilliwack","Fraser",2018,6017,"2,3,4,5",0.18,0,0,0.32,0,0.5,1.05,0,0,0.22,0,0.78,24.75,5.07,0.27,0.03,0,0,0.35,1.1,0,0,0,1.36,2.59,0,0.05,0,0,61.39
"Chilliwack","Fraser",2019,10540,"2,3,4,5",0.13,0.1,0.02,0.15,0,0.45,0.76,0,0,0.06,0,0.34,7.62,1.18,0.16,0,0,0,0.49,1.33,0,0,0,0.16,7.69,0,0,0,0.11,79.24
"Big Qualicum","ECVI",1979,5085,"2,3,4,5",4.33,0.69,0.43,1.91,0,2.48,0,10.54,4.09,0.14,20.98,7.85,18.33,0,0.08,0,0,0,0.14,0,0,0,0,0,0,0,0.14,0,0,27.89
"Big Qualicum","ECVI",1980,2919,"2,3,4,5",1.58,1.61,0.41,4.66,0,4.66,0,7.16,3.46,0.31,15.21,9.46,24.91,0.14,0,0,0,0,0.21,0.24,0,0,0,0,0,0,0.07,0,0,25.93
"Big Qualicum","ECVI",1981,1536,"2,3,4,5",2.28,0.13,0.39,1.43,0,1.63,0,12.37,4.56,0,17.51,9.44,38.22,0,0,0,0,0,0.13,0.65,0,0,0,0,0,0,0,0,0,11.26
"Big Qualicum","ECVI",1982,788,"2,3,4,5",5.58,0.63,1.27,4.7,0,4.57,0,6.09,8.5,0.25,12.56,11.93,13.07,0,0,0,0,0,0.25,0.76,0,0,0,0,0,0,0.76,0,0.13,28.93
"Big Qualicum","ECVI",1983,696,"2,3,4,5",5.46,0.29,0.86,5.03,0,1.15,0,7.18,4.6,0.29,14.51,14.08,24.14,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,21.41
"Big Qualicum","ECVI",1984,556,"2,3,4,5",2.16,0.36,0,1.44,0,1.62,0,7.01,3.78,1.08,8.99,6.12,48.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53
"Big Qualicum","ECVI",1985,806,"2,3,4,5",6.82,1.12,0,2.11,0,1.61,0,4.34,6.58,0.62,2.36,12.03,33.37,0,0,0,0,0,1.36,0,0,0,0,0,1.36,0,0.87,0,0.25,25.19
"Big Qualicum","ECVI",1986,1346,"2,3,4,5",2.9,0.45,0,0.74,0,1.41,0,13.6,7.8,0.82,9.96,6.91,36.4,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,17.98
"Big Qualicum","ECVI",1987,796,"2,3,4,5",10.05,0,0.88,4.27,0,4.65,0,2.76,2.51,0,2.14,5.03,32.41,0.75,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,33.92
"Big Qualicum","ECVI",1988,547,"2,3,4,5",2.38,1.83,0,2.19,0,2.74,0,1.1,8.23,0,1.65,3.84,45.89,0,0,0,0,0,0.73,0,0,0,0,0,0.91,0,0,0,0.37,28.15
"Big Qualicum","ECVI",1989,632,"2,3,4,5",3.48,5.06,0.79,3.48,0,4.91,0,0.47,0.79,0,1.9,6.96,42.25,0.32,0,0,0,0,0,1.11,0.79,0,0,0,0,0,0,0,0.95,26.74
"Big Qualicum","ECVI",1990,781,"2,3,4,5",4.48,4.35,0,6.53,1.66,2.94,0,1.54,6.15,0,3.59,9.73,24.84,0.13,0,0,0,0,0,2.56,0,0,0,0.38,0,0,0,0,0.51,30.6
"Big Qualicum","ECVI",1991,795,"2,3,4,5",2.77,3.4,0,2.26,0,1.89,0,1.26,2.52,0.63,5.91,4.65,44.65,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.38,0,0.88,27.8
"Big Qualicum","ECVI",1992,765,"2,3,4,5",3.14,5.23,2.35,5.36,0,3.14,0,5.49,1.18,1.18,9.67,3.14,38.3,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0.39,0,1.05,18.69
"Big Qualicum","ECVI",1993,523,"2,3,4,5",1.34,2.29,0,1.72,0,1.72,0,4.21,2.29,0,4.21,5.74,50.48,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0.19,24.67
"Big Qualicum","ECVI",1994,278,"2,3,4,5",5.04,0,0,1.44,1.8,2.88,0,1.44,3.24,0,5.04,1.44,32.73,0,0,0,0,0,2.52,0,0,0,0,1.08,0,0,0,0,0.36,41.01
"Big Qualicum","ECVI",1995,248,"2,3,4,5",6.85,0,0,1.61,0,0,0,0,8.06,0,0,2.82,30.24,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0.4,49.19
"Big Qualicum","ECVI",1996,371,"2,3,4,5",2.96,0,0,0.54,0,0.27,0,0,0.81,0.81,0,0.27,56.87,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0.27,36.12
"Big Qualicum","ECVI",1997,234,"2,3,4,5",4.27,0,0,3.42,0,0,2.14,3.42,1.71,1.71,0.85,2.99,34.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,44.44
"Big Qualicum","ECVI",1998,209,"2,3,4,5",7.18,0.48,0,0,0,0,0,0,0,1.91,0,0,28.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,59.33
"Big Qualicum","ECVI",1999,297,"2,3,4,5",6.06,2.02,0,3.7,2.36,0,0,3.7,0,0,0,0,20.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,1.68,58.92
"Big Qualicum","ECVI",2000,248,"2,3,4,5",16.53,1.61,0,0,0,0,0,0,0.4,0,0,0,17.34,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,60.89
"Big Qualicum","ECVI",2001,528,"2,3,4,5",5.3,10.42,0,0,9.28,0.57,0,0,0,0.95,0,0,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.7,58.14
"Big Qualicum","ECVI",2002,337,"2,3,4,5",10.09,0,2.67,3.56,0,1.78,3.26,0,0,3.26,0,5.04,13.06,0,0.89,0,0,0,0,0,0,0,0,0,0,0,1.78,0,2.37,52.23
"Big Qualicum","ECVI",2003,259,"2,3,4,5",8.49,0.39,1.93,0,0,3.47,0,0,0,10.04,0,0,17.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,55.98
"Big Qualicum","ECVI",2004,412,"2,3,4,5",8.5,0,1.46,5.34,0,1.46,0,0,0,0,0,0,15.05,0.49,0,0,0,0,0.97,0,0,0,0,0,0,0,0.24,0,1.94,64.56
"Big Qualicum","ECVI",2005,600,"2,3,4,5",9.67,0.33,0,2,0,5.33,2.83,0,1,2.5,0,0,22.17,0.5,0.67,0,0,0,0.33,0,0,0,0,0,0,0,2.33,0,1.17,49.17
"Big Qualicum","ECVI",2006,625,"2,3,4,5",5.12,3.68,1.44,1.6,0,0.64,0,0,0,2.88,0,0,9.6,0,0.48,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.48,73.92
"Big Qualicum","ECVI",2007,622,"2,3,4,5",12.22,0.64,0.64,5.31,3.22,0.64,2.25,0,0.96,1.29,0,0,15.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0.48,55.47
"Big Qualicum","ECVI",2008,446,"2,3,4,5",4.93,0.9,2.91,1.79,0,0.9,2.91,0,0,4.04,0,0.45,18.83,0,0,0,0,0,0,4.71,0,0,0,0,0,0,1.35,0,0.22,56.05
"Big Qualicum","ECVI",2009,557,"2,3,4,5",4.67,5.57,0,1.97,0,1.44,2.51,0,0,1.62,0,0,16.16,0.54,0,0,0,0,0.36,0.72,0,0,0,0,0,0,0.54,0,1.62,62.3
"Big Qualicum","ECVI",2010,476,"2,3,4,5",6.3,0.21,1.47,1.68,0,1.05,3.78,0,0,1.47,0,0,20.59,1.89,0,0,0,0,0.84,0,0,0,0,0,0,0,0.63,0,0.84,59.24
"Big Qualicum","ECVI",2011,523,"2,3,4,5",7.84,1.72,2.1,0,1.34,1.15,0,0,0,3.82,0,0,13.38,0,0,0,0,0,0,0,0,0,0,0,0.96,0,1.15,0,0.96,65.58
"Big Qualicum","ECVI",2012,554,"2,3,4,5",7.58,1.62,0,3.07,1.44,2.89,0,0,0,4.33,0,0,26.53,0.54,0,0,0,0,0,1.44,0,0,0,0,0.72,0,0,0,0.72,49.1
"Big Qualicum","ECVI",2013,903,"2,3,4,5",1.88,1.77,0,1.33,1.44,0.44,1.99,0,0,1.22,0,0,26.8,0.22,0,0,0,0,0,1,0,0,0,0,0.33,0,0.55,0,0.22,60.8
"Big Qualicum","ECVI",2014,1938,"2,3,4,5",3.2,1.96,0.26,1.24,0.77,0.41,2.37,0,0,0.93,0,0,43.03,0.41,0.1,0,0,0,0,0.57,0,0,0,0,0.31,0,0,0,0.1,44.32
"Big Qualicum","ECVI",2015,2059,"2,3,4,5",4.91,0.58,0.49,0.87,0.19,1.12,0.63,0,0.1,1.89,0,0,23.46,0.15,0,0,0,0,0.05,0,0,0,0,0,0,0,0.15,0,0.24,65.18
